Damara,English
"Ai-ǃgû re, ai-ǃgû re, ǁkhoa-se ao-ǁnâ re! ǃGâi-ǂhôa-sa în hoa ǃhao-di khoe-na nē-sa ǁnâu ǁkhā. ǁHao re si-da E-lob tsî Gao-ba koas ǃnâ. Khoen ǀkha da ra ǃhoa hî-na. Mâ-ǃoa-aon ǂhâ-ba hâ î da ǃao xa-we da ǁgoe oa ta-ma, ǃhoas ǀkha. Ao-ǁnâ re Je-ho-vab di Gao-sib ǂhôan xa. A-mab xa ǀgui ǁkhā-ǁkhā re.","Lips that sing praise, how encouraging to hear them! Tongues of the taught ones, how sweet is their sound! Oh, may we always meet with God’s people! Oh, may we always among them be found!"
"Ai-ǃgû re, ai-ǃgû re, nē sî-sen-ni ǃnâ. Tsî ǁkhā-si-ba hō, ǂgui sî-sen-ni ge hâ dī-sa. Tsî âb E-lob ga-ga-ba dao-ǁgau da re. Î da E-lob ǂkhî-ba hō. A da ǀhao-ū da ra khoe-na ǀnam. Tsî ǁîn ǂgaob tsî ǂâis tsî-na tsâ-ǀkhā. Tsî hui nî în ǀgai tsî ǀkha-ra-ǀkha-ra-he, a-mab ge ǁnās ǀkha nî ǂkhai.","We live in a world that is wayward and lost; The way of our God is not known. We need sure direction to safeguard our steps; We cannot succeed on our own. Our meetings refresh us and brighten our hope; They help us build faith in our God. They move us with words that incite to fine deeds, They give us the strength to go on. We’ll never forsake what Jehovah commands; His will is what we want to do. Our meetings instruct us in ways that are right; Our love for the truth they renew."
"Gao-sib a-mab ge ga-xu-se ge ǀū-he i. Mî-mâi-sa Gaob, a-mab ge nē-si ǀgui ra ǂhai. Je-ho-vab ge ǁîb kai ǀkhom-mi tsî ǀnam-mi ǃgao, si-da ǁo-re-xa mâ-sib xa ge tsâ-ǀkhā-he. ǁÎb ǀGôa-bab ge ǃhūb-aib Gao-se ge a ǁgau-mâi. E-lob ǁaeb aib ge Gao-sib ǂgae-ǂgui-sa nî tsoa-tsoa. Tsîb ge ǀGôa-ba ta-ra-sa nî-ra ǀkhī-ū-ba. ǁHûi-he hâ ǂkha-ri ǃgu-bis di khoen ge a ǁî.","Jehovah is keenly aware of our needs; His counsel by us should be heard. To buy out the time for occasions to meet Shows wisdom and trust in his Word. By wholesome instruction from God-fearing men, We learn how our faith can be shown. With loving support from our fam’ly of faith, We know that we’re never alone. So as we look forward to much better times, We’ll meet with the ones whom we love. And here at these meetings we’ll learn how to live With wisdom that comes from above."
Ao-ǁnâ da ra ǃgâi-ǂhôas ge ǀnai ge ǂan-sa i. Î da nē ǁaeb ǃnâ E-lob ǂâi-sa ǁgui-ǃā ǁkhā. Si-da ǀkha gu ǀhom-ǃgā-ga dâb ǀkha ra sî-sen. ǁÎ-gu ge ra hui Gao-sib xa da nî ǃhoa-sa. Nē sî-sen-na da ge ǃgôa-si-ba ū-ba hâ. Î da ǁîb ǀon-sa ǃa-nu kai tsî ǃgâi-se koa bi. ǂNī-sa da ge a ǁîb di ǀons ai ǂgai-he-sa tsî ǀam-o ǃgâi-ǂhôas hî-na da ra ao-ǁnâs ǀkha.,"We’re gathered together, Jehovah our God, Accepting your warm invitation. Your Word is a lamp that lights up our pathway, The source of divine education. (CHORUS) Teach me your ways, and make me understand; Incline my ear to hear your wise command. Cause me to walk in ways of truth and right, And make your law my principal delight."
"E-lob ge hoa da mî-mā hâ, ǁÎb ge ǃe-re-am-sa mā da hâ o. Î da hoa-ǁae khoe-na ao-ǁnâ-ba, si-da ǂgao-gu ǃnâ hâ ǃâu-ba-sens xa. (ǁNAEǀHAOS) Mî-sa ao-ǁnâ, în hoa khoe-na ǁnâu-si re! Ao-ǁnâ re, ǂan da a ǀams ge go ǀgū. Ao-ǁnâ re, tsau-ra-na hui în ǁnâu-ǃā. Ao-ǁnâ re, ǃhūb-aib hoab ǃnâ!","Unreachably high is your wisdom, O God; Your judgments we find reassuring. Your Word is a source of unending wonder; Your sayings of truth are enduring. (CHORUS) Teach me your ways, and make me understand; Incline my ear to hear your wise command. Cause me to walk in ways of truth and right, And make your law my principal delight."
"ǃGom ǁae-gu ge nî hā-ǂam da, mâ-ǃoa-aon ge nî-ra tao-tao da ǂgao. ǀAms ra ǀgū kha-mi ī ga mû-sen, xa-we da E-lob ai ra ǂgom-ai-ǂnûi. (ǁNAEǀHAOS) Mî-sa ao-ǁnâ, în hoa khoe-na ǁnâu-si re! Ao-ǁnâ re, ǂan da a ǀams ge go ǀgū. Ao-ǁnâ re, tsau-ra-na hui în ǁnâu-ǃā. Ao-ǁnâ re, ǃhūb-aib hoab ǃnâ!","If we have listened to Christ, will we show it? His teaching shines as it shows us the way. It makes us happy to hear and to know it, But we’ll be blessed if we know and obey. (CHORUS) Listen, obey, and be blessed When you hear God’s will expressed. If you’d be happy and enter his rest, Listen, obey, and be blessed."
"ǃGâi ǁae-ga da ge nî-ra mû tsî ǁkhā-ǁkhās ǂhâ-sib ge kai-se a kai. Khoen o-res xa da ge ra ao-ǁnâ tsî ra hui ǃKhūb ǀon-sa ǃa-nu kais ǀkha. (ǁNAEǀHAOS) Mî-sa ao-ǁnâ, în hoa khoe-na ǁnâu-si re! Ao-ǁnâ re, ǂan da a ǀams ge go ǀgū. Ao-ǁnâ re, tsau-ra-na hui în ǁnâu-ǃā. Ao-ǁnâ re, ǃhūb-aib hoab ǃnâ!","Our way of life, like a house, gives protection When it is built on the rock, not on sand. If we apply Jesus’ loving direction, We’ll build a life which on bedrock will stand. (CHORUS) Listen, obey, and be blessed When you hear God’s will expressed. If you’d be happy and enter his rest, Listen, obey, and be blessed."
"A da Je-sub sî-sen-ni ǃnâ ǁhao, ǁî-ba ǃe-re-am tsî ǁnâu-ǀnam. ǁÎb ge ra hui da tsî dao-ǁgau da. ǁÎb ǁkhā-ǁkhās ge dao-ba ra ǁgau. Gao-sib a-mab ge kai ǀgai-ba ū-hâ ǂhau-ǃnâ tsî ǃgâi khoen ǂgao-gu ǃnâ. A da ǁkhā da ân hoa-na ǂhau-ǃnâ-se dī mā-he da hâ sî-sen-ni ǃnâ-ū.","Just as a tree rooted deep by the waters Gives of its fruit when each season arrives, If we obey as God’s own sons and daughters, We’ll all be blessed and enjoy endless lives. (CHORUS) Listen, obey, and be blessed When you hear God’s will expressed. If you’d be happy and enter his rest, Listen, obey, and be blessed."
"Nē sî-sen-ni ǃnâ da ra ǃgâi-ǃō, nēs ge ǁgui-ǂgā-sen-sa xu hâ. Sa-da ra ǃgân ge hui-ba ǂhâ hâ în ǂan tsî a-ma-ba ǀnam ǁkhā. Hui nî re în ǁgâi-ba ta-ni hō-ǁkhā nē daob ain ge xū-na nî mû. A-mab ge ǂkhî-ba nî mā da mû da ga, ma-tin tsēs hoa-sa ra kai ǀgau-sa.","As we encourage one another To serve Jehovah faithfully, We find the bonds of love are strengthened; Fine works bring peace and unity. The love we find among God’s people Gives each the courage to endure. Our congregation is a refuge, A place where we can feel secure."
"Ai-ǃgû re Gao-sib xa ao-ǁnâ-sa khoe-na du ra ǀhao-ū-ba. A da ǀgū-khoe-na ǂgao-ba xu ǀnam tsî hui nî re în mâ-ǀgai. Ai-ǂha-nub ge ǃKhū-ba ǃoa-ba-sa. ǁÎb mî-sa da ǂkhîb ǀkha ra ǂhôa. ǃGû-ǂoa re î da ao-ǁnâ ǀga-ra tsî E-lob ǃa-nu ǀons xa ǃhoa. (ǁNAEǀHAOS) Ai-ǃgû re, ǁkhoa-se Gao-sib di hai-si-am-sa ao-ǁnâs ǀkha. Ai-ǃgû re, î da ǂgom-ǂgom-sa-se Je-ho-vab ǀkhāb ai mâ.","A word when spoken at the right time Is, oh, how comforting to hear! We hear these words of consolation From friends so faithful and so dear. How good it is to work together With those whose hopes and goals we share! We seek to strengthen one another And help each one his burden bear."
"ǀGui-ba da ais-ǀkhā-ba ǃoa nî kō, ǃa-nun tsî Nau gūn tsî-na. Nēs ǂkham-an tsî kai-ra-na xu hâ, a-mab daob ǃnâ hâ-hâs ǃgao. Je-ho-vab hā-nî Gao-sib ǃgâi-ǂhôas xan ge hoa khoe-na nî-ra ǁnâu. ǁÎb ge ǀgai-ba ra mā ao-ǁnâs ǃgao. ǁÎb ǀkha da xū-e ǃao ti-de! (ǁNAEǀHAOS) Ai-ǃgû re, ǁkhoa-se Gao-sib di hai-si-am-sa ao-ǁnâs ǀkha. Ai-ǃgû re, î da ǂgom-ǂgom-sa-se Je-ho-vab ǀkhāb ai mâ.","As we with eyes of faith are seeing The nearness of Jehovah’s day, We need our gathering together To keep us walking in the way. United with Jehovah’s people, We hope to serve eternally. So we encourage one another To hold to our integrity."
"Gao-sib xa ao-ǁnâs tsî a-mab xa ǁkhā-ǁkhās ge E-lob xa ra dao-ǁgau-he. ‘ǁNān hî-na ra ǃgâ tsî ū-ǃoa-na ôa re, ga-ga-si ǂhâ-si-ba ū-hâ-na. Oms di khoe-na kai ǂkhîb ǀkha ta-we-de re, î du ǂkhîb xa ǁî-na mî-ba ǁkhā. Xa-wen ga ǃkha-ra-xū tsî ǃhae-bē du o, o tsa-ra-ba ǂai-de xu ǀom ǁnâ.’","Jehovah, this is the day; Now from our hearts, we want to pray. How you have honored us, favored us, More than words can say! Upon our labor of love, We’ve seen your blessing from above. And now a building stands, by our hands, As the proof thereof. (CHORUS) Jehovah God, it was a priv’lege For us to build this place for you. May we continue in your service throughout our days And bring you praise in all we do."
"ǁNān sa-do ra ǃkhō-ǃoan ǁÎ-ba ra ǃkhō-ǃoa, ǁîn ǂgao-ban ga ǁkho-wa-am o. Nēs ge ǁîn mû-ǂui-sa ǀam-o ûib di-sa în si-da ǀkha ǀgui-ba ǃoa-ba ǁkhā. Tsî tā ǂâi-ǂhan-sen re ǃhoa du nî xūn xa, Je-ho-vab ge ǁkhā-si-ba nî mā. Sa-du di ǃgâi tsî tsau-ra ǃe-re-am-di ge tsau-ra khoe-na nî-ra tsâ-ǀkhā.","What happy faces we see, And what good friends we’ve come to be! And how we’ll cherish these memories For eternity! We saw your spirit, O Lord, In how we worked with one accord. And how we’ve added fame to your name; What a grand reward! (CHORUS) Jehovah God, it was a priv’lege For us to build this place for you. May we continue in your service throughout our days And bring you praise in all we do."
"E-lob ǃoa-ba-ao da ge ǁÎb di ǀgôab ǃna-ga. ǁGâu-ab ta mâ-ǃoa da tsâ, xa-we da ǀgui-ba mâ. ǂHau-ǃnâ-se da ra ǃoa-ba, khoen ǀkha ǃhoas ǃnâ-ū. ǀGai-sa-se da nî mâ ǁkhoa-ǂgao-sib hoab ǀkha. (ǁNAEǀHAOS) E-lob ǃoa-ba-ao da ge Xris-tub ǀkha ǀgui-ba. ǂKhîb ǀkha da ra ao-ǁnâ: “ǃKhūb ge ra ǂgae-ǂgui.”","Bless us as we meet together, O Jehovah, we now pray. We are thankful for our meetings; May your spirit with us stay."
"E-lob ǃoa-ba-ao da ge gū-na da ra ôa, ǁnān hî-na kā hân hoa-na tsî tsû-a-ǂgao hâ-na. ǁÎ-na da ôa tsî ra hui ǂgui ǃnā-di ǃnâ-ū da ra hoa-ǁae ǁkhau nî. ǃOa-ba ǃkhai-ba ǃoa. (ǁNAEǀHAOS) E-lob ǃoa-ba-ao da ge Xris-tub ǀkha ǀgui-ba. ǂKhîb ǀkha da ra ao-ǁnâ: “ǃKhūb ge ra ǂgae-ǂgui.”","Help us, Lord, refine our worship; With your Word, oh, do us fill. Train our minds and tongues to witness; Love within our hearts instill."
E-lob ǃoa-ba-ao da ge Xris-tub ǂgae-ǂguis ǃnâ. ǂHo-mi-sa da a nēs ǃgao. Hoa da nî-ra mâ-ǀgai. Tsî da ǂkhai-ka-ri nî hâ hoa-ǁae ǀams kō-se. ǁGâi-ǀāb ga hā xa-we da nî mâ-ǀgai hō. (ǁNAEǀHAOS) E-lob ǃoa-ba-ao da ge Xris-tub ǀkha ǀgui-ba. ǂKhîb ǀkha da ra ao-ǁnâ: “ǃKhūb ge ra ǂgae-ǂgui.”,"Loving Father, bless our meetings; Grant us peace and unity. May our words and may our actions Magnify your Sov’reignty."
"ǁAeb ge hâ i, Xris-te-ǁîn di ûi ǀgau-ba da ge ǀū ī-sa. Xa-web ge ǃKhū-ba ǃnâ-ba ge sî ǁîb gao-sib a-mab xa. Nēs ǃnâ-ū da ge E-lob di ǂâi-sa ge mû tsî ǁÎb ǂgae-ǂguis. Tsî da ge Je-ho-vab di ǃa-nu ǀon-sa nî-ra ǀga-pi-ǀga-pi. Om-sa xu oms ǀkha da ǀhao-ū da ra khoen ǀkha nēs xa ra ǃhoa. ǁKhā-ǁkhā nî da ge ra în mû a-mab ra ǃno-ra kai ǃkhai-sa. Gao-sib a-mab xa da hoa ǃhao-di ǃnâ ǂan-ǂan tsî nî ǁkhā-ǁkhā. Tsî da ǃKhū-ba ǀgui-ba nî ǃoa-ba nē sî-sen-ni nî ǀams kō-se.","Jehovah, our Father, we want to express How grateful we are that your Word we possess! All Scripture is inspired; its truth has set us free. Its light gives us knowledge; the truth we can see."
"Nēs ge a ǂkhîb tsî dans di ǁnae-tsa-na-sa hî-na Je-ho-va-ba ra kai-kai-sa. Nē mî-di khoe-na ra ǂgom-ǂgom-sa kai. Hā re da ǁnae, gao-si-ba koas ǃnâ-ū: (ǁNAEǀHAOS) ǃKhū-ba koa re ǁîb trons ai-ǃâ. ǁÎb di ǀgôab a Gao-ao xui-ao! ǁKhā-ǁkhā-sen re nē Gao-sib ǁnae-tsa-na-sa; ǃKhū-ba ǃoa kō tsî ǁîb ǀon-sa koa re.","Your Word has the power to reach deep inside. Our thoughts and intentions, it helps to divide. Your laws are clear and perfect, your judgments ever true. Your principles guide us in all that we do."
"Nē ǁnae-tsa-nas ǀkha Gao-sib xa ao-ǁnâ re. Je-sub ge ǃhūb-aib ǂam-ai ra ǂgae-ǂgui. Tsîs ge ǀa-sa ǃhao-sa ge a ǂnu-bi-he, ǁÎb ǂgae-ǂgui-sa ra ǁkho-re-ǁha-re sa: (ǁNAEǀHAOS) ǃKhū-ba koa re ǁîb trons ai-ǃâ. ǁÎb di ǀgôab a Gao-ao xui-ao! ǁKhā-ǁkhā-sen re nē Gao-sib ǁnae-tsa-na-sa; ǃKhū-ba ǃoa kō tsî ǁîb ǀon-sa koa re.","Your Word, O Jehovah, has human appeal. Your prophets were like us; they felt what we feel. Please help us build a strong faith that follows what is heard. We thank you, Jehovah, for your precious Word!"
Nē Gao-sib ams ge tsau-ran xa nî ǁnae-he. Nē hai-si-ams ge ǃam-ku tsî ǃgā-sa. ǂGuin ge nî-ra nē ǁnae-am-sa ǁkhā-ǁkhā-sen tsîn ge khoe-na ǁkhau tsî nî mî-ba nî: (ǁNAEǀHAOS) ǃKhū-ba koa re ǁîb trons ai-ǃâ. ǁÎb di ǀgôab a Gao-ao xui-ao! ǁKhā-ǁkhā-sen re nē Gao-sib ǁnae-tsa-na-sa; ǃKhū-ba ǃoa kō tsî ǁîb ǀon-sa koa re.,"The prophets of old sought to learn of the Christ, The hope of all groaning creation. God’s spirit revealed that Messiah would come, Providing the means of salvation. The time has arrived, the Messiah now reigns, The proof of his presence is clear. How great is the favor of learning such things; Into these even angels would peer! (CHORUS) Our path now becomes ever brighter; We walk in the full light of day. Behold what our God is revealing; He guides us each step of the way."
Nē-tsēn ge khoe-na Je-ho-vab di ǃa-nu ǀon-sa ra ǃkhā-ǃkhā. ǀNîn ta mî E-lob a ǁgai di. Tsî gâ-reb ta mî ‘ǀkhaib a di.’ Ham-e ǁÎb ǀon-sa nî ǁkhau-ba? Ham-e ǁÎb koa-sa nî ǁnâu kai? (,"Our Lord has appointed a trustworthy slave, Through whom He gives food in due season. The light of the truth has grown brighter with time, Appealing to heart and to reason. Our path ever clearer, our steps ever firm, We walk in the brightness of day. All thanks to Jehovah, the Source of all truth, We most gratefully walk in his way. (CHORUS) Our path now becomes ever brighter; We walk in the full light of day. Behold what our God is revealing; He guides us each step of the way."
"ǁNAEǀHAOS) ‘ǃKhū nē ta a! Sî te, sî te! Sa-du koas xa ta nî-ra ǁnae. Nēs xa kai xū-i a ǀkhai, ti ǃKhū. Nē ta a! Sî te, sî te!’","Life depends on Jehovah’s Word, All the things he has said. We must live not on bread alone; Live by his Word instead. Even now we have peace and joy, Future blessings assured. (CHORUS) Man must live not on bread alone; Life depends on God’s Word. There we find what we daily need; Life depends on God’s Word."
"ǀNîn ta mî E-lob a ǂau ti, E-lo-ba ǃao-san ge a ǀū. ǀNîn ǁgôa-e-lo-ga ra ǃoa-ba. ǀNîn Gao-ga ǃKhūb trons ai ra ǂnûi. Ham-e khoe-na nî-ra mî-ba? Ham-e ǃKhūb ǃkhams xa nî ǃkhâi nî?  (",True accounts in God’s written Word Tell about those of old. Men and women who walked in faith— They were loyal and bold. We’re encouraged each time we read All they did and endured. (CHORUS) Man must live not on bread alone; Life depends on God’s Word. There we find what we daily need; Life depends on God’s Word.
"ǁNAEǀHAOS) ‘ǃKhū nē ta a! Sî te, sî te! ǃAo ta-ma-se ta nî ǃkhâi nî. Nēs xa kai xū-i a ǀkhai, ti ǃKhū. Nē ta a! Sî te, sî te!’","Day by day as we read God’s Word, He gives comfort and hope. When the trials of life arise, He gives wisdom to cope. May we treasure within our heart All we’ve read and we’ve heard. (CHORUS) Man must live not on bread alone; Life depends on God’s Word. There we find what we daily need; Life depends on God’s Word."
Nē-tsēn khoe-na ra tsû-a-ǂgao ǁgai xūn kai-se ǂgui a-ma-ga. ǂHau-ǃnâ ǂgaob ǀkha da ra ôa nî a-mab ta ǂkhî-ba mā xui-ao. Ham-e nē khoe-na nî ǁkhae-ǂgao? Ham-e nî huin ǃgâi-ba ôa-sa? (,"Myriads on myriads of brothers, Millions for all to see, Each one a faithful witness, Firm in integrity. Myriads we are on myriads, Growing, a mighty crowd, From ev’ry nation and tribe and tongue, We praise our God aloud."
"ǁNAEǀHAOS) ‘ǃKhū nē ta a! Sî te, sî te! ǃGam-ǃgam-sen ra-na ta nî hui. Nēs xa kai xū-i a ǀkhai, ti ǃKhū. Nē ta a! Sî te, sî te!’","Myriads on myriads of brothers, We preach both far and near “Good news of something better,” Which millions long to hear. And as we keep on preaching, Though we at times are stressed, Jesus refreshes the weary souls; He gives us peace and rest."
"Nē-sa ma-ti ra tsâ ôa-sa-se du ra ǃhoa o, Sa-du ǃâ-sa dīs ǃnâ-ū khoen ǂgao-ga tsâ-ǀkhās ǀkha? ǁKhā du an hoa-na dī, E-lob ge nau-na nî dī. ǂHau-ǃnâ ǂgao-gab ge a ǂan— ǁÎb di-nab ge a ǂan. (ǁNAEǀHAOS) Nēs ge kai-se ra dâ kai da, ǂgaob tsî ǂâis tsîn ǀkha da nî ǁnae. Hā re î da ao-ǁnâ hoa-ǁae, tsē-sa xu tsēs kō-se.","Myriads on myriads of brothers, God keeps us in his sight, Safe in his earthly courtyards, Serving him day and night. Myriads we are on myriads, With Kingdom news we go, God’s fellow workers we have become, Serving him here below."
"Nē-sa ma-ti ra tsâ Khoen ga ǀkho-ma-sa ǁnâu o, ǃgâi ǂgao-ba ū-hâ khoe-na ǀam-o ûi-ba hōs ǃgao? ǀNî khoen ge ǃgâ ti-de, ǀnîn ge nî ǂgae-ǂha-pu-e. ǁÎb ǀon-sa tan-is a ǃgâi. ǀÛs o-se da nî ǃhoa. (ǁNAEǀHAOS) Nēs ge kai-se ra dâ kai da, ǂgaob tsî ǂâis tsîn ǀkha da nî ǁnae. Hā re î da ao-ǁnâ hoa-ǁae, tsē-sa xu tsēs kō-se.","From a world divided and cold, God has brought us into his fold. Unity and peace we possess, Bringing us happiness. Unity we cherish; Harmony is sweet. In God’s work there’s much to be done. He directs us now through his Son. May we serve obediently, Working in harmony."
"Nē-sa ma-ti ra tsâ E-lob ra ǂkhâ-ǃnâ da o, E-lob ra ǂgom-ǃgâ da o ao-ǁnâ sî-sen-ni ǀkha? ǁKhoa-se da ra ao-ǁnâ, khoe-xa-ǃnâ mî-de ǃhoas ǀkha. ǂHau-ǃnâ-na da ge ra ôa. Nē ao-ǁnâs ge nî ǀam. (ǁNAEǀHAOS) Nēs ge kai-se ra dâ kai da, ǂgaob tsî ǂâis tsîn ǀkha da nî ǁnae. Hā re î da ao-ǁnâ hoa-ǁae, tsē-sa xu tsēs kō-se.","As we pray to be of one mind, Always tender, loving, and kind, Love will grow and praise will increase, Giving us joy and peace. Peace is so refreshing, Bringing such delight. As we show true brotherly love, God will grant us peace from above. With his help, united we’ll be, Serving him endlessly."
"Nē ǁaeb ǃnâ, nē ǁgai tsē-di ǃnâ, da ge ǃnâ-ba ra mû. So-res ǂgâs kha-mi nî ī-sa ǃhūb-aib ai ǀae nî hā. (ǁNAEǀHAOS) ǃNâ-ba nē ǃhūb-aib ai si-da mîs ge a ǃgā-sa. Tu-rab ǀkha ra hā-sa— ǁGoas kha-mi ra ǃnâ-sa, khoen hoan nî mû ǁkhā-se ī— tsî ǃuis go ǀam.","Many are the weaknesses That we all possess. Still Jehovah cares for us, Loves us nonetheless. He is so merciful; His love, so powerful. May we show this kind of love, Help those in distress."
"Hoa khoen ge a-ma-ba nî ǂan ǁaeb ra ǃgû-ī kha-mi. ǁÎ-na da ge hoa-ǁae nî hui hoa-ǁae nî ǀgo-re-ban. (ǁNAEǀHAOS) ǃNâ-ba nē ǃhūb-aib ai si-da mîs ge a ǃgā-sa. Tu-rab ǀkha ra hā-sa— ǁGoas kha-mi ra ǃnâ-sa, khoen hoan nî mû ǁkhā-se ī— tsî ǃuis go ǀam.","Some at times are weak in faith, Strong though they appear. By our reassuring words, We can calm their fears. Weak ones to God belong; His spirit makes them strong. May we feel their pain and cares, Help them dry their tears."
"ǁNān E-lob-mî-sa ra ǁkhā-ǁkhān, ge kai ǂkhîb ǃnâ ra ǁhao. ǃKhō-ǃoa tsî da ra ǀa-ma xūn ge ǀgo-pe-ǀnō-he ǁoa. E-lob ǀGôa-ba da ge ra ǁgae ǁkhā-ǁkhāb ge-re ǀgaub ǃnâ. Tsî da ǁkhā-ǁkhā da ra-na ra hui în Je-ho-vab ǃoa ǀgū.","Rather than condemn the weak, We should bear in mind How much we can strengthen them By our being kind. May we be diligent, Give them encouragement. As we lend our kind support, Comfort they will find."
"E-lob-mîs ǁkhā-ǁkhā-aon a-se, da ǃgâi-na ra dī-tsâ, în khoe-na ǂhau-ǃnâ-si-ba mû ǃKhū-ba da ra ǁgau-ba. E-lob-mî-sa da ra ôa-ǃnâ, Nē mîs ge ǃgâi-ǂhôa-sa. A da ǂgaob ǃgâi xū-na ǀgo-ra re î da ǁkhā-ǁkhā-sen ǁkhā.","Sov’reign, Jehovah, merciful Father, Greater you are than our sinful hearts. Lighten our burden, soften our anguish, Give us the comfort your spirit imparts."
"ǃKhūb ge ǂhâ da hâ-na ra mā ǁÎb mî-sa ǁkhā-ǁkhās ǃgao. Tsî hui-ba da ga ra ǂgan o, ob ge ra ǁnâu-am da. ǃKhūb mîs ǃnâ hâ xū-na da ǀnam; ǁÎb mîs a-ma ǃkhais ǃgao. ǁKhā-ǁkhā da ra khoe-na da a ǀnam, tsî nau-na nî ǁkhā-ǁkhā!","Father, we all fall short of your glory; Times there have been when we’ve lost our way. God, we implore you: Hear our petition. Give us your spirit to guide us each day."
Kai ǂkhîb ge Je-ho-vab gū-na ǁkhā-ǁkhā tsî mû ǁîn ǂkhî ǀgau-sa. ǁÎ-na ǃgâi ǀgaub ǃnâ ra dao-ǁgau-ba ǁÎb a-ma-ba ra ū-na. (ǁNAEǀHAOS) Je-ho-va ǁnâu-am da du re. To-xo-ba ǁî-na kō-ǃgâ re. Je-sub ǀons ǃnâ da ge ra ǂgan: Tsî ra ǀkho-ma; A-i mâ-i hoa-e mâ-hō.,"When we are weary, weak, or discouraged, Your active force will our hearts renew. Give us the strength to soar like the eagles; May we receive holy spirit from you."
"Tsēs hoa-sa da ge ra ǀgo-re-ban, ǁÎn ǂgoms ga ǃâi-tsâ-he o. ǁÎ-na da ge ra hui tsî kō-ǃgâ; ǁÎn ra ǀgai tsî ra ǀkhae-he. (ǁNAEǀHAOS) Je-ho-va ǁnâu-am da du re. To-xo-ba ǁî-na kō-ǃgâ re. Je-sub ǀons ǃnâ da ge ra ǂgan: Tsî ra ǀkho-ma; A-i mâ-i hoa-e mâ-hō.","God is love, and he invites us: ‘Walk with me and love my way.’ When we love both God and neighbor, Gracious deeds will fill each day. Therein lies the key to living; Therein lies the life we seek. Christlike love will never fail us; Christlike love through us will speak."
"An Hoa-na ǂgom-ǃgâ-si-ba ū-hâ, E-lob tsî ǁÎb ǀGôab tsîn ǃnâ. Hui nî re în mâ-ǀgai tsî ǁnâu-ǀnam, În ǀam-o ûi-ba hō-ǁkhā. (ǁNAEǀHAOS) Je-ho-va ǁnâu-am da du re. To-xo-ba ǁî-na kō-ǃgâ re. Je-sub ǀons ǃnâ da ge ra ǂgan: Tsî ra ǀkho-ma; A-i mâ-i hoa-e mâ-hō.",Love of truth moves us to action; Love of God moves us to love. When we fail he seeks to help us; By his strength we rise above. Love is pure and never jealous; Love is kind and bears all things. May we grow to love our brother; May we taste what true love brings.
"ǃKhū-ba ǃoa-ba-sa da ra ǃgôa, ao-ǁnâs ai-ǂha-nub ge ǀga-pi. ǁAe-ba da tsēs hoa-sa ra ǁa-ma-ǂui, ǂgui khoe-na da ge nî-ra ôa. (ǁNAEǀHAOS) ǃKhūb mîs ge ra mî: ‘Tsâ î du mû— mû Je-ho-vab a ǃgâi-sa.’ E-lo-ba ǃaos ge ǀkhae-ba ra hau. ǁKhā da a-na da ra dī.","Never let resentment lead you; May it never take your hand. Look to God, and he will guide you; He will teach you these commands: Love of God and love of neighbor, Ev’rything that love should be. May we always show to others Godlike love, yes, tenderly."
ǀOa-sa-se ǃKhū-ba ra ǃoa-ban ge kai-se kai ǀkhae-ga ra hō. E-lob ai da ra ǂgom-ai-ǂnûi xui-ao. Hoa xūn ǀkha da a ǂkhî-ǂâi-xa. (ǁNAEǀHAOS) ǃKhūb mîs ge ra mî: ‘Tsâ î du mû— mû Je-ho-vab a ǃgâi-sa.’ E-lo-ba ǃaos ge ǀkhae-ba ra hau. ǁKhā da a-na da ra dī.,"We humbly bow to our God in prayer, That all his qualities we may share. But most important of all those things Is love, which having his spirit brings. We may be talented, wise, or bold, But we are nothing if love grows cold. We pray for love that is warm and true, Revealed in all that we say and do."
"ǂHu-mi-sen da ge ra, so-res ge go ǂoa-xa. ǀNai da ge daob ai mâ ǂom-xa ais ǀkha khâi tsî ra ǀgo-re. ǂKhî-xa ais ǀkha ta khoe-na ǀhao-ū tsî ra ǃhoa. ǀNîn ra mâ xa-we, ǀnîn ra ǃkha-ru, xa-we da ǀû ti-de. (ǁNAEǀHAOS) Nē dao-ba da ge ǁhûi; Je-ho-va-ba ûi-ba. ǁÎb ra mîn hoa-na da ge ra dī. Hoa-ǁae da nî mâ-hō, so-res tsî ǀna-nub ǃnâ. Nēb ge ǀgaub hî-na da ra mî-ba: ‘ǀNam du da.’","Love looks for ways to give graciously And thinks of others unselfishly. Love never harbors a hateful thought, Forgives our brothers, as Jesus taught. Love helps us patiently suffer wrong, Bears heavy loads when it’s really strong. Through ev’ry trial let love prevail; It bears all things; it will never fail."
